wkt_geom,Deliveries,ANC,typeTextHealth,Type,typeText,Please_spe,ownershipText,Name,path,layer,typeTextWater,identifier,PNAME2014,typeTextSchools,typeTextProtection
Point (32.56029999999999802 0.32500000000000001),No,No,Neither Delivery not Antenatal Services,,,,Private,NAKULABYE DENTAL CLINIC,,Kampala Health Facilities,,3,NAKULABYE,,
Point (32.55010000000000048 0.32850000000000001),No,No,Neither Delivery not Antenatal Services,,,,Private,Basic medical centre,,Kampala Health Facilities,,18,NAKULABYE,,
Point (32.55720000000000169 0.32469999999999999),No,No,Neither Delivery not Antenatal Services,,,,Private,Dormain clinic,,Kampala Health Facilities,,111,NAKULABYE,,
Point (32.55310000000000059 0.32529999999999998),No,No,Neither Delivery not Antenatal Services,,,,Private,ST PAUL MEDICAL CENTRE,,Kampala Health Facilities,,112,NAKULABYE,,
Point (32.55420000000000158 0.32569999999999999),No,No,Neither Delivery not Antenatal Services,,,,Private,Hasana medical centre,,Kampala Health Facilities,,113,NAKULABYE,,
Point (32.55299999999999727 0.3251),No,No,Neither Delivery not Antenatal Services,,,,Private,GLORY MEDICARE,,Kampala Health Facilities,,114,NAKULABYE,,
Point (32.55270000000000152 0.32640000000000002),No,No,Neither Delivery not Antenatal Services,,,,Private,Kasubi church of god clinic,,Kampala Health Facilities,,115,NAKULABYE,,
Point (32.55180000000000007 0.32579999999999998),No,No,Neither Delivery not Antenatal Services,,,,Private,Mary clinic,,Kampala Health Facilities,,117,NAKULABYE,,
Point (32.55879999999999797 0.32500000000000001),No,No,Neither Delivery not Antenatal Services,,,,Private,KISAAKYE CLINIC,,Kampala Health Facilities,,124,NAKULABYE,,
Point (32.55879999999999797 0.32500000000000001),No,No,Neither Delivery not Antenatal Services,,,,Private,Fridnds medical clinic,,Kampala Health Facilities,,125,NAKULABYE,,
Point (32.5578000000000003 0.33040000000000003),No,No,Neither Delivery not Antenatal Services,,,,Private,NNYANGE MEDICAL CENTRE,,Kampala Health Facilities,,4472,NAKULABYE,,
Point (32.55850000000000222 0.33040000000000003),No,No,Neither Delivery not Antenatal Services,,,,Private, LUSAKA LI FE  CARE CLINIC,,Kampala Health Facilities,,4483,NAKULABYE,,
Point (32.5583999999999989 0.33050000000000002),No,No,Neither Delivery not Antenatal Services,,,,Private,SUUBI MEDICAL CLINIC,,Kampala Health Facilities,,4493,NAKULABYE,,
Point (32.55760000000000076 0.32740000000000002),No,No,Neither Delivery not Antenatal Services,,,,Private,BIVA MRDICAL CENTRE,,Kampala Health Facilities,,4654,NAKULABYE,,
Point (32.55789999999999651 0.32879999999999998),No,No,Neither Delivery not Antenatal Services,,,,Private,SURE CLINIC,,Kampala Health Facilities,,4660,NAKULABYE,,
Point (32.56150000000000233 0.3261),No,No,Neither Delivery not Antenatal Services,,,,Private,JESSE MEDICAL CENTRE,,Kampala Health Facilities,,4662,NAKULABYE,,
Point (32.55729999999999791 0.31259999999999999),No,No,Neither Delivery not Antenatal Services,,,,Private,Medicare health professionals  college clinic,,Kampala Health Facilities,,14,NAMIREMBE,,
Point (32.56029999999999802 0.32390000000000002),No,No,Neither Delivery not Antenatal Services,,,,Private,AGAL AWAMU  CLINIC,,Kampala Health Facilities,,15,NAMIREMBE,,
Point (32.56080000000000041 0.32440000000000002),No,No,Neither Delivery not Antenatal Services,,,,Private,OASIS MEDICAL CENTRE,,Kampala Health Facilities,,21,NAMIREMBE,,
Point (32.55579999999999785 0.3095),No,No,Neither Delivery not Antenatal Services,,,,Private,Grace optical services,,Kampala Health Facilities,,22,NAMIREMBE,,
Point (32.55729999999999791 0.31090000000000001),No,No,Neither Delivery not Antenatal Services,,,,Private,Sama medical centre,,Kampala Health Facilities,,25,NAMIREMBE,,
Point (32.56539999999999679 0.3125),No,No,Neither Delivery not Antenatal Services,,,,Private,KALSOM MEDICAL SERVICES,,Kampala Health Facilities,,87,NAMIREMBE,,
Point (32.55769999999999698 0.31530000000000002),No,No,Neither Delivery not Antenatal Services,,,,Private,1UGANDA PROTESTANT MEDICAL BUREAU,,Kampala Health Facilities,,99,NAMIREMBE,,
Point (32.55389999999999873 0.34129999999999999),,,,POLICE STATION,Police Station,,Government,KAWALA POLICE STATION,,Police,,726,KASUBI,,Police Station
Point (32.55740000000000123 0.33169999999999999),,,,POLICE POST,Police Post,,Government,KASUBI POLICE POST,,Police,,749,KASUBI,,Police Post
Point (32.55559999999999832 0.34350000000000003),,,,Schools,Tertiary Educational Institutions,Tertiary Educational Institutions,Private,School Of Technology and Management,,Schools,,802,KASUBI,Tertiary Educational Institutions,
Point (32.55559999999999832 0.3427),,,,Schools,Primary Schools,Primary Schools,Private,N'ezikookolima Morning Start Primary School,,Schools,,806,KASUBI,Primary Schools,
Point (32.55630000000000024 0.34260000000000002),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Morning Star Junior School,,Schools,,810,KASUBI,Pre-Primary Schools,
Point (32.5478999999999985 0.34260000000000002),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Skylight Nursery School,,Schools,,828,KASUBI,Pre-Primary Schools,
Point (32.55480000000000018 0.34460000000000002),,,,Schools,Primary Schools,Primary Schools,Private,Upto date Day & Boarding Primary School,,Schools,,832,KASUBI,Primary Schools,
Point (32.55680000000000263 0.34210000000000002),,,,Schools,Secondary Schools,Secondary Schools,Private,New Styles Secondary School,,Schools,,836,KASUBI,Secondary Schools,
Point (32.5549000000000035 0.34449999999999997),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Upto Date Primary School,,Schools,,861,KASUBI,Pre-Primary Schools,
Point (32.5478999999999985 0.34329999999999999),,,,Schools,Primary Schools,Primary Schools,Private,Syklight Primary School,,Schools,,879,KASUBI,Primary Schools,
Point (32.55590000000000117 0.34399999999999997),,,,Schools,Primary Schools,Primary Schools,Private,Kawaala Junior School,,Schools,,881,KASUBI,Primary Schools,
Point (32.55570000000000164 0.34410000000000002),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Kawala Nursery School,,Schools,,890,KASUBI,Pre-Primary Schools,
Point (32.55100000000000193 0.34660000000000002),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Faith Community Nursery School,,Schools,,898,KASUBI,Pre-Primary Schools,
Point (32.55769999999999698 0.3407),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Excel Nursery School,,Schools,,905,KASUBI,Pre-Primary Schools,
Point (32.5578000000000003 0.34089999999999998),,,,Schools,Primary Schools,Primary Schools,Private,Excel Junior School,,Schools,,906,KASUBI,Primary Schools,
Point (32.55169999999999675 0.34449999999999997),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Tinahs Salon,,Schools,,920,KASUBI,Non Formal Schools,
Point (32.54950000000000188 0.34010000000000001),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,St Andrew Kaggwa Nuresry School,,Schools,,935,KASUBI,Pre-Primary Schools,
Point (32.54979999999999762 0.34320000000000001),,,,Schools,Primary Schools,Primary Schools,Government,Al-Albaan Islamic  Primary School,,Schools,,944,KASUBI,Primary Schools,
Point (32.54979999999999762 0.34339999999999998),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Good Shepherd Nuresry School,,Schools,,947,KASUBI,Pre-Primary Schools,
Point (32.54950000000000188 0.34029999999999999),,,,Schools,Secondary Schools,Secondary Schools,Private,St.Andrew Kaggwa & Daniel Seconday School,,Schools,,948,KASUBI,Secondary Schools,
Point (32.55010000000000048 0.34350000000000003),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Al-Albaan Islamic Nursery School,,Schools,,957,KASUBI,Pre-Primary Schools,
Point (32.55109999999999815 0.33150000000000002),,,,Schools,Primary Schools,Primary Schools,Private,UNCLE IGA PRIMARY SCHOOL,,Schools,,983,KASUBI,Primary Schools,
Point (32.55380000000000251 0.33289999999999997),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Nakyekolede Workshop,,Schools,,985,KASUBI,Non Formal Schools,
Point (32.551400000000001 0.33189999999999997),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,UNCLE IGA NURSERY SCHOOL,,Schools,,989,KASUBI,Pre-Primary Schools,
Point (32.55409999999999826 0.34329999999999999),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Shammah Junior School,,Schools,,1007,KASUBI,Pre-Primary Schools,
Point (32.54930000000000234 0.33389999999999997),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Laisi General Workshop,,Schools,,1009,KASUBI,Non Formal Schools,
Point (32.55409999999999826 0.34320000000000001),,,,Schools,Primary Schools,Primary Schools,Private,Shammah Junior School,,Schools,,1026,KASUBI,Primary Schools,
Point (32.55349999999999966 0.34339999999999998),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Maama Muteesa's Salon,,Schools,,1030,KASUBI,Non Formal Schools,
Point (32.55129999999999768 0.34360000000000002),,,,Schools,Secondary Schools,Secondary Schools,Private,Central College Kawaala,,Schools,,1047,KASUBI,Secondary Schools,
Point (32.55100000000000193 0.3296),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,DINADONA PREPARATORY SCHOOL,,Schools,,1062,KASUBI,Pre-Primary Schools,
Point (32.55060000000000286 0.3332),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Tasha &Trifah Beauty Saloon,,Schools,,1069,KASUBI,Non Formal Schools,
Point (32.54860000000000042 0.33550000000000002),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Nana Salon,,Schools,,1070,KASUBI,Non Formal Schools,
Point (32.54899999999999949 0.33500000000000002),,,,Schools,Post Primary Schools,Post Primary Schools,Private,Community Life Empowerment And Development zcentre,,Schools,,1074,KASUBI,Post Primary Schools,
Point (32.55420000000000158 0.34110000000000001),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Moses'Work shop,,Schools,,1078,KASUBI,Non Formal Schools,
Point (32.55180000000000007 0.32979999999999998),,,,Schools,Primary Schools,Primary Schools,Private,DINADONA PREPARATORY SCHOOL,,Schools,,1085,KASUBI,Primary Schools,
Point (32.54910000000000281 0.33410000000000001),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Lady Mariam Beauty Salon,,Schools,,1098,KASUBI,Non Formal Schools,
Point (32.54869999999999663 0.33500000000000002),,,,Schools,Post Primary Schools,Post Primary Schools,Private,Community Life Skills Empowement And Development Skills,,Schools,,1100,KASUBI,Post Primary Schools,
Point (32.55299999999999727 0.34200000000000003),,,,Schools,Secondary Schools,Secondary Schools,Private,Knowledge Centre High School,,Schools,,1122,KASUBI,Secondary Schools,
Point (32.55040000000000333 0.33610000000000001),,,,Schools,Primary Schools,Primary Schools,Private,St Peter Claver  Primary School,,Schools,,1153,KASUBI,Primary Schools,
Point (32.55299999999999727 0.34029999999999999),,,,Schools,Secondary Schools,Secondary Schools,Private,Excel Secondary School,,Schools,,1176,KASUBI,Secondary Schools,
Point (32.55040000000000333 0.33160000000000001),,,,Schools,Primary Schools,Primary Schools,Private,RED STARS NURSERY AND PRIMARY SCHOOL,,Schools,,1192,KASUBI,Primary Schools,
Point (32.55729999999999791 0.33300000000000002),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,M.P Garage,,Schools,,1223,KASUBI,Non Formal Schools,
Point (32.55409999999999826 0.33279999999999998),,,,Schools,Primary Schools,Primary Schools,Government,Kasubi Family  Primary School,,Schools,,1227,KASUBI,Primary Schools,
Point (32.55049999999999955 0.3332),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Styliz Beauty Parlour,,Schools,,1266,KASUBI,Non Formal Schools,
Point (32.54719999999999658 0.33839999999999998),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Khitibwa Fasions,,Schools,,1268,KASUBI,Non Formal Schools,
Point (32.55279999999999774 0.33160000000000001),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,HAPPY MOTHERS SCHOOL KASUBI,,Schools,,1278,KASUBI,Pre-Primary Schools,
Point (32.55340000000000344 0.33310000000000001),,,,Schools,Post Primary Schools,Post Primary Schools,Private,Rena Community Development Association,,Schools,,1284,KASUBI,Post Primary Schools,
Point (32.54690000000000083 0.33889999999999998),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Fridah Wear,,Schools,,1285,KASUBI,Non Formal Schools,
Point (32.55330000000000013 0.33300000000000002),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Mukulu Workshop,,Schools,,1288,KASUBI,Non Formal Schools,
Point (32.54679999999999751 0.33929999999999999),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,M.Favour Beauty Saloon,,Schools,,1300,KASUBI,Non Formal Schools,
Point (32.55210000000000292 0.33289999999999997),,,,Schools,Post Primary Schools,Post Primary Schools,Private,Lady Mariah  Beauty Saloon And Training Centre,,Schools,,1307,KASUBI,Post Primary Schools,
Point (32.54780000000000229 0.33289999999999997),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Kasubi Parents Nursery School,,Schools,,1315,KASUBI,Pre-Primary Schools,
Point (32.54749999999999943 0.34229999999999999),,,,Schools,Primary Schools,Primary Schools,Private,Mwesigwa Community School,,Schools,,1332,KASUBI,Primary Schools,
Point (32.55660000000000309 0.33650000000000002),,,,Schools,Primary Schools,Primary Schools,Private,Rita Educational Centre,,Schools,,1334,KASUBI,Primary Schools,
Point (32.54749999999999943 0.34239999999999998),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Mwesigwa Community School,,Schools,,1336,KASUBI,Pre-Primary Schools,
Point (32.54469999999999885 0.3422),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Allen Beauty Salon,,Schools,,1343,KASUBI,Non Formal Schools,
Point (32.55630000000000024 0.33689999999999998),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Rita Education Centre,,Schools,,1355,KASUBI,Pre-Primary Schools,
Point (32.54590000000000316 0.34160000000000001),,,,Schools,Primary Schools,Primary Schools,Private,Ereonah Primary School,,Schools,,1356,KASUBI,Primary Schools,
Point (32.55709999999999837 0.33629999999999999),,,,Schools,Secondary Schools,Secondary Schools,Private,Campus High School,,Schools,,1364,KASUBI,Secondary Schools,
Point (32.54569999999999652 0.34160000000000001),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Ereonah Nursery And Day Care,,Schools,,1370,KASUBI,Pre-Primary Schools,
Point (32.54590000000000316 0.34229999999999999),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Cape Valley International Nursery School,,Schools,,1385,KASUBI,Pre-Primary Schools,
Point (32.55680000000000263 0.3377),,,,Schools,Primary Schools,Primary Schools,Private,Kasubi Progressive Primary School,,Schools,,1393,KASUBI,Primary Schools,
Point (32.55680000000000263 0.33810000000000001),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Kasubi Progressive Primary School,,Schools,,1403,KASUBI,Pre-Primary Schools,
Point (32.54590000000000316 0.34239999999999998),,,,Schools,Secondary Schools,Secondary Schools,Private,Namungoona Parents Secondary School,,Schools,,1404,KASUBI,Secondary Schools,
Point (32.55939999999999657 0.33489999999999998),,,,Schools,Primary Schools,Primary Schools,Private,Innerman Primary School,,Schools,,1432,KASUBI,Primary Schools,
Point (32.55160000000000053 0.33839999999999998),,,,Schools,Secondary Schools,Secondary Schools,Private,Kawaala College School,,Schools,,1437,KASUBI,Secondary Schools,
Point (32.54919999999999902 0.3407),,,,Schools,Primary Schools,Primary Schools,Private,St.Andrew  kagwa Primary School,,Schools,,1438,KASUBI,Primary Schools,
Point (32.54560000000000031 0.34110000000000001),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Meisha Salon,,Schools,,1445,KASUBI,Non Formal Schools,
Point (32.55369999999999919 0.3306),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,NURTURE NURSERY SCHOOL,,Schools,,1448,KASUBI,Pre-Primary Schools,
Point (32.54449999999999932 0.34329999999999999),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Nyange Exhaust Workshop,,Schools,,1450,KASUBI,Non Formal Schools,
Point (32.54930000000000234 0.34160000000000001),,,,Schools,Primary Schools,Primary Schools,Private,Trinity Family Primary School,,Schools,,1466,KASUBI,Primary Schools,
Point (32.54419999999999646 0.34310000000000002),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Kasuma And Sans Funiture Workshop,,Schools,,1467,KASUBI,Non Formal Schools,
Point (32.5467000000000013 0.3392),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Unisex Salon,,Schools,,1479,KASUBI,Non Formal Schools,
Point (32.54749999999999943 0.34329999999999999),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Maama Sudaic Beauty Salon,,Schools,,1500,KASUBI,Non Formal Schools,
Point (32.54500000000000171 0.3417),,,,Schools,Post Primary Schools,Post Primary Schools,Private,Webcut Internet Cafe,,Schools,,1501,KASUBI,Post Primary Schools,
Point (32.55599999999999739 0.34449999999999997),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Hope Nursery School,,Schools,,1507,KASUBI,Pre-Primary Schools,
Point (32.55599999999999739 0.34429999999999999),,,,Schools,Primary Schools,Primary Schools,Private,Hope Primary School,,Schools,,1518,KASUBI,Primary Schools,
Point (32.54699999999999704 0.34339999999999998),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,City View Primary School,,Schools,,1519,KASUBI,Pre-Primary Schools,
Point (32.54740000000000322 0.34320000000000001),,,,Schools,Primary Schools,Primary Schools,Private,City View International Nursery School,,Schools,,1537,KASUBI,Primary Schools,
Point (32.55449999999999733 0.34429999999999999),,,,Schools,Secondary Schools,Secondary Schools,Private,Kawaala High School,,Schools,,1541,KASUBI,Secondary Schools,
Point (32.55100000000000193 0.34660000000000002),,,,Schools,Primary Schools,Primary Schools,Private,Faith Community Primary School,,Schools,,1588,KASUBI,Primary Schools,
Point (32.55409999999999826 0.33079999999999998),,,,Schools,Secondary Schools,Secondary Schools,Private,KASUBI SECONDARY SCHOOL,,Schools,,1608,KASUBI,Secondary Schools,
Point (32.54419999999999646 0.34460000000000002),,,,Schools,Secondary Schools,Secondary Schools,Private,Eastland Senior School,,Schools,,1627,KASUBI,Secondary Schools,
Point (32.54890000000000327 0.34179999999999999),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Trinity Family Nursery school,,Schools,,1656,KASUBI,Pre-Primary Schools,
Point (32.54610000000000269 0.34039999999999998),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Darahs Salon,,Schools,,1672,KASUBI,Non Formal Schools,
Point (32.54639999999999844 0.34000000000000002),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,G Salon,,Schools,,1690,KASUBI,Non Formal Schools,
Point (32.54950000000000188 0.34560000000000002),,,,,,,Government,Ssekandi,C:/Users/Desire/IdeaProjects/PROJECTS/UNICEF/Portal1/pages/interactiveMap/json/shitdata/Data/Protected_Springs.shp,Water,Protected Springs,1750,KASUBI,,
Point (32.55250000000000199 0.3468),,,,,,,Government,Bichenche,C:/Users/Desire/IdeaProjects/PROJECTS/UNICEF/Portal1/pages/interactiveMap/json/shitdata/Data/Protected_Springs.shp,Water,Protected Springs,1755,KASUBI,,
Point (32.54740000000000322 0.34329999999999999),,,,,,,Government,Mutimba,C:/Users/Desire/IdeaProjects/PROJECTS/UNICEF/Portal1/pages/interactiveMap/json/shitdata/Data/Protected_Springs.shp,Water,Protected Springs,1759,KASUBI,,
Point (32.55680000000000263 0.34360000000000002),,,,,,,Government,Solome,C:/Users/Desire/IdeaProjects/PROJECTS/UNICEF/Portal1/pages/interactiveMap/json/shitdata/Data/Protected_Springs.shp,Water,Protected Springs,1765,KASUBI,,
Point (32.54780000000000229 0.33910000000000001),,,,,,,Government,"Mailo 4, Hajji Kayondo",C:/Users/Desire/IdeaProjects/PROJECTS/UNICEF/Portal1/pages/interactiveMap/json/shitdata/Data/Protected_Springs.shp,Water,Protected Springs,1768,KASUBI,,
Point (32.55760000000000076 0.34110000000000001),,,,,,,Government,Gajjuule,C:/Users/Desire/IdeaProjects/PROJECTS/UNICEF/Portal1/pages/interactiveMap/json/shitdata/Data/Protected_Springs.shp,Water,Protected Springs,1774,KASUBI,,
Point (32.55499999999999972 0.34599999999999997),,,,,,,Government,Kalule's spring,C:/Users/Desire/IdeaProjects/PROJECTS/UNICEF/Portal1/pages/interactiveMap/json/shitdata/Data/Protected_Springs.shp,Water,Protected Springs,1776,KASUBI,,
Point (32.5478999999999985 0.3407),,,,,,,Government,Katta spring,C:/Users/Desire/IdeaProjects/PROJECTS/UNICEF/Portal1/pages/interactiveMap/json/shitdata/Data/Protected_Springs.shp,Water,Protected Springs,1778,KASUBI,,
Point (32.54879999999999995 0.33710000000000001),,,,,,,Government,Bawalakata,C:/Users/Desire/IdeaProjects/PROJECTS/UNICEF/Portal1/pages/interactiveMap/json/shitdata/Data/Protected_Springs.shp,Water,Protected Springs,1787,KASUBI,,
Point (32.55850000000000222 0.3357),,,,,,,Government,Bugirinya,C:/Users/Desire/IdeaProjects/PROJECTS/UNICEF/Portal1/pages/interactiveMap/json/shitdata/Data/Protected_Springs.shp,Water,Protected Springs,1788,KASUBI,,
Point (32.54840000000000089 0.34520000000000001),,,,,,,Government,Bumali,C:/Users/Desire/IdeaProjects/PROJECTS/UNICEF/Portal1/pages/interactiveMap/json/shitdata/Data/Protected_Springs.shp,Water,Protected Springs,1789,KASUBI,,
Point (32.55149999999999721 0.34429999999999999),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Mumbejja Beauty,,Schools,,1798,KASUBI,Non Formal Schools,
Point (32.54990000000000094 0.34350000000000003),,,,Schools,Primary Schools,Primary Schools,Private,Good Shephed Primary School,,Schools,,1818,KASUBI,Primary Schools,
Point (32.55469999999999686 0.33900000000000002),,,,Schools,Post Primary Schools,Post Primary Schools,Private,Senga Jolly School of Beauty,,Schools,,1918,KASUBI,Post Primary Schools,
Point (32.55440000000000111 0.33310000000000001),,,,Schools,Post Primary Schools,Post Primary Schools,Private,Davis School Of Tailouring And Fashion Design,,Schools,,1990,KASUBI,Post Primary Schools,
Point (32.55299999999999727 0.3327),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,D&J Beauty Palour,,Schools,,2015,KASUBI,Non Formal Schools,
Point (32.55060000000000286 0.33139999999999997),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,RED STARS NURSERY SCHOOL,,Schools,,2028,KASUBI,Pre-Primary Schools,
Point (32.55420000000000158 0.33960000000000001),,,,Schools,Primary Schools,Primary Schools,Private,Destiny Infants School,,Schools,,2053,KASUBI,Primary Schools,
Point (32.55449999999999733 0.3397),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Destiny Infants School,,Schools,,2066,KASUBI,Pre-Primary Schools,
Point (32.55469999999999686 0.33910000000000001),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Emmys Workshop,,Schools,,2073,KASUBI,Non Formal Schools,
Point (32.55510000000000304 0.3402),,,,Schools,Primary Schools,Primary Schools,Private,Good Times Infant School,,Schools,,2111,KASUBI,Primary Schools,
Point (32.55469999999999686 0.34000000000000002),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Good Times Infant School,,Schools,,2122,KASUBI,Pre-Primary Schools,
Point (32.55530000000000257 0.33589999999999998),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Tripple J Junior School,,Schools,,2171,KASUBI,Pre-Primary Schools,
Point (32.55570000000000164 0.33529999999999999),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,U&K Angellina Beauty Salon,,Schools,,2267,KASUBI,Non Formal Schools,
Point (32.55590000000000117 0.33700000000000002),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Joy Salon,,Schools,,2270,KASUBI,Non Formal Schools,
Point (32.55579999999999785 0.33510000000000001),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Good Times Infant School,,Schools,,2274,KASUBI,Pre-Primary Schools,
Point (32.55340000000000344 0.34599999999999997),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Kawaala Islamic Academy,,Schools,,2286,KASUBI,Pre-Primary Schools,
Point (32.55330000000000013 0.34599999999999997),,,,Schools,Primary Schools,Primary Schools,Private,Kawaala Islamic Academy,,Schools,,2306,KASUBI,Primary Schools,
Point (32.5555000000000021 0.3362),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,CyberCafe,,Schools,,2407,KASUBI,Non Formal Schools,
Point (32.55169999999999675 0.34150000000000003),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Monnarich Nursery School,,Schools,,2420,KASUBI,Pre-Primary Schools,
Point (32.55100000000000193 0.34160000000000001),,,,Schools,Primary Schools,Primary Schools,Private,Monnarich Primay School,,Schools,,2427,KASUBI,Primary Schools,
Point (32.55720000000000169 0.33900000000000002),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Uncle Iga Infant School,,Schools,,2470,KASUBI,Pre-Primary Schools,
Point (32.55850000000000222 0.33629999999999999),,,,Schools,Primary Schools,Primary Schools,Private,Kitara Junior School,,Schools,,2475,KASUBI,Primary Schools,
Point (32.55369999999999919 0.3453),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,God Mercy Hair Clinic,,Schools,,2487,KASUBI,Non Formal Schools,
Point (32.55230000000000246 0.34510000000000002),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Treasure Academy Kawaala,,Schools,,2518,KASUBI,Pre-Primary Schools,
Point (32.55239999999999867 0.34439999999999998),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Maama Abu Beauty Salon,,Schools,,2541,KASUBI,Non Formal Schools,
Point (32.54529999999999745 0.34239999999999998),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Eron Junior School,,Schools,,2753,KASUBI,Pre-Primary Schools,
Point (32.54569999999999652 0.34210000000000002),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Mammy'S Salon,,Schools,,2762,KASUBI,Non Formal Schools,
Point (32.54520000000000124 0.34150000000000003),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Unique Cuts Saloon,,Schools,,2769,KASUBI,Non Formal Schools,
Point (32.54659999999999798 0.33889999999999998),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,NEW CHAPTER JUNIOR SCHOOL,,Schools,,2793,KASUBI,Pre-Primary Schools,
Point (32.5467000000000013 0.33700000000000002),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,ELUNDENTONO NURSERY AND PRIMARY SCHOOL,,Schools,,2872,KASUBI,Pre-Primary Schools,
Point (32.54630000000000223 0.33679999999999999),,,,Schools,Primary Schools,Primary Schools,Private,ALUNE'ENTONO NURSERY AND PRIMARY SCHOOL,,Schools,,2880,KASUBI,Primary Schools,
Point (32.55380000000000251 0.33810000000000001),,,,Schools,Primary Schools,Primary Schools,Private,Kawala Primary School,,Schools,,2958,KASUBI,Primary Schools,
Point (32.55400000000000205 0.33810000000000001),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Kawala Nursery School,,Schools,,2960,KASUBI,Pre-Primary Schools,
Point (32.5467000000000013 0.33879999999999999),,,,Schools,Primary Schools,Primary Schools,Private,NEW CHAPTER JUNIOR SCHOOL,,Schools,,3042,KASUBI,Primary Schools,
Point (32.55700000000000216 0.3347),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Light The World Kindergarten,,Schools,,3059,KASUBI,Pre-Primary Schools,
Point (32.55810000000000315 0.3332),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Innerman Unisex Saloon,,Schools,,3085,KASUBI,Non Formal Schools,
